review,sentiment,dish
Love their chocolate lava cake - Rich and flavorful Great place for date night.,positive,dessert
The margherita pizza was decent but service was slow. Overall okay experience.,neutral,pizza
Average coffee for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,coffee
Outstanding chocolate mousse with great presentation. The service was prompt and professional.,positive,dessert
The avocado toast was decent but portion was small. Overall okay experience.,neutral,bread
The sticky toffee pudding was decent but portion was small. Overall okay experience.,neutral,dessert
Outstanding croissants with great presentation. The service was prompt and professional.,positive,bread
Amazing margherita pizza with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,pizza
Outstanding carbonara with authentic taste. The service was prompt and professional.,positive,pasta
Outstanding tiramisu with great presentation. The service was prompt and professional.,positive,dessert
Outstanding hot chocolate with generous portion. The service was prompt and professional.,positive,general
Amazing tiramisu with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,dessert
Average chicken sandwich for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,burger
Amazing quinoa salad with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,salad
Average eggs benedict for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,general
Outstanding salmon with authentic taste. The service was prompt and professional.,positive,general
Excellent avocado toast! Beautifully presented Will definitely come back for more.,positive,bread
Excellent eggs benedict! Fresh and aromatic Will definitely come back for more.,positive,general
Excellent chocolate mousse! Fresh and aromatic Will definitely come back for more.,positive,dessert
Love their tiramisu - Authentic preparation Great place for date night.,positive,dessert
The penne pomodoro was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pasta
Good carbonara with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
The croissants was decent but service was slow. Overall okay experience.,neutral,bread
The carbonara was overcooked. Service was slow and was a bit cold.,negative,pasta
Love their seafood pasta - Cooked to perfection Great place for dinner.,positive,pasta
The chocolate mousse was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Outstanding chocolate mousse with authentic taste. The service was prompt and professional.,positive,dessert
Amazing salmon with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
Disappointed with the croissants. took too long to arrive Expected better quality.,negative,bread
Outstanding croissants with generous portion. The service was prompt and professional.,positive,bread
Amazing avocado toast with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,bread
Love their seafood pasta - Beautifully presented Great place for date night.,positive,pasta
Disappointed with the sticky toffee pudding. was a bit cold Expected better quality.,negative,dessert
The french onion soup was decent but service was slow. Overall okay experience.,neutral,soup
Outstanding coffee with fresh ingredients. The service was prompt and professional.,positive,coffee
Disappointed with the sticky toffee pudding. service was slow Expected better quality.,negative,dessert
Average chocolate mousse for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
The chocolate mousse was absolutely delicious! Authentic preparation Highly recommend this place.,positive,dessert
Good penne pomodoro with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
Good tiramisu with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
The carbonara was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,pasta
Love their chicken sandwich - Authentic preparation Great place for family meal.,positive,burger
Disappointed with the eggs benedict. took too long to arrive Expected better quality.,negative,general
Excellent hot chocolate! Authentic preparation Will definitely come back for more.,positive,general
Disappointed with the hot chocolate. service was slow Expected better quality.,negative,general
Excellent eggs benedict! Beautifully presented Will definitely come back for more.,positive,general
Disappointed with the seafood pasta. service was slow Expected better quality.,negative,pasta
Outstanding margherita pizza with generous portion. The service was prompt and professional.,positive,pizza
Good coffee with fresh ingredients. Service could be improved but food was satisfactory.,neutral,coffee
Outstanding veggie burger with generous portion. The service was prompt and professional.,positive,burger
The seafood pasta was decent but was a bit cold. Overall okay experience.,neutral,pasta
Love their salmon - Fresh and aromatic Great place for date night.,positive,general
Good french onion soup with fresh ingredients. Service could be improved but food was satisfactory.,neutral,soup
The coffee was decent but was a bit cold. Overall okay experience.,neutral,coffee
Good hot chocolate with perfect seasoning. Service could be improved but food was satisfactory.,neutral,general
